Question,Answer,Chapter
Where was the decree given for the Jews to avenge theselves on their enemies?,At Shushan the palace. Esther 8:14,8
"FIB with one blank: So the post that rode upon mules and camels went out, being ___ and pressed on by the king's commandment.","hastened, Esther 8:14",8
Who went out from the presence of the king in royal apparel of blue and white?,"Mordecai, Esther 8:15",8
Mordecai went out from the presence of the king in garments of fine linen and what?,"purple, Esther 8:15",8
"Be specific, what was the reaction of the city of Shushan when Mordecai went out from the presence of the king in royal apparel?","it rejoiced and was glad, Esther 8:15",8
"FIB with one blank: The Jews had light, gladness, and joy, and ___.","honour, Esther 8:16",8
"FIB with one blank: The Jews had light, gladness, and ___, and honour.","joy, Esther 8:16",8
"FIB with one blank: The Jews had ___, gladness, and joy, and honour.","light, Esther 8:16",8
"FIB with one blank: The Jews had light, ___, and joy, and honour.","gladness, Esther 8:16",8
"FIB with one blank: The Jews had joy and gladness, a feast and a good ___.","day, Esther 8:17",8
"What did many of the people of the land become after the Jews had a joy and gladness, a feast and a good day.","Jews, Esther 8:17",8
Many of the people of the land became Jews for what of the Jews fell upon them?,"the fear, Esther 8:17",8
"Bonus for 15: FIB from Esther 9: Now in the twelfth month, that is, the month ___, on the ___ day of the same, when the king's ___ and his decree drew near to be put in execution...","Adar, thirteenth, commandment, Esther 9:1",9
Who does Esther 9 say had control over them that hated them?,"the Jews, Esther 9:1",9
"On the thirteenth day of Adar, the enemies of the Jews hoped to have what over them?","power, Esther 9:1",9
"According to Esther chapter 8, when the king's commandment and decree drew near to be put in what does the Bible say?",Execution. Esther 9:1,9
The Jews gathered together to lay hand on such that sought what?,"their hurt, Esther 9:2",9
According to Esther chapter 9 no man could withstand who?,the Jews. Esther 9:2,9
No man could withstand the Jews that gathered together because what fell upon all people?,"the fear of them, Esther 9:2",9
"The fear of the Jews fell upon the people. What fell upon the rulers, lieutenants, deputies, and officer?","the fear of Mordecai, Esther 9:3",9
Bonus for 20: Who helped the Jews because the fear of Mordecai fell upon them?,"the rulers of the provinces, lieutenants, deputies, and officers of the king, Esther 9:3",9
What of Mordecai went out throughout all the provinces?,"his fame, Esther 9:4",9
"As his fame went throughout all the provinces, how did Mordecai wax?","greater and greater, Esther 9:4",9
"In addition to slaughter and destruction, with what did the Jews smite their enemies?","the stroke of the sword, Esther 9:5",9
"In addition with the stroke of the sword, how else did the book of Esther describe it?",slaughter and destruction. Esther 9:5,9
"In Shushan the palace, how many men did the Jews slay and destroy on the thirteenth day of Adar?","five hundred, Esther 9:6",9
"In the book of Esther, on what day of what month did the Jews slay 500 men at Shushan?",Thirteenth day of Adar.  Esther 9:6,9
Bonus for 25: Name 5 of Haman's ten sons.,"Parshandatha, Dalphon, Aspatha, Poratha, Adalia, Aridatha, Parmashta, Arisai, Aridai, Vajezatha, Esther 9:7-9",9
"FIB with one blank: The ___ sons of Haman the son of Hammedatha, the enemy of the Jews, slew they.","ten, Esther 9:10",9
On what of Haman's ten sons did the Jews not lay their hand?,"the spoil, Esther 9:10",9
Bonus for 10: FIB: On that day the number of those that were slain in ___ the ___ was brought before the king.,"Shushan, palace, Esther 9:11",9
"Be specific, what was brought before king Ahasuerus on the thirteenth day of Adar according to Esther chapter 9?",then number of those who were slain in Shushan the palace.  Esther 9:11,9
The king told Esther how many men the Jews slew in Shushan. He then asked what the Jews had done in what area?,"the rest of the king's provinces, Esther 9:12",9
What did Esther tell the King should be done to Haman's ten sons?,"let them be hanged upon the gallows, Esther 9:13",9
"Bonus for 10, On the thirteenth day of Adar the king asked Esther what was her petition. What two requests did she make?","For the Jews in Shushan to do tomorrow as they did today, and to hang Haman's 10 sons. Esther 9:13",9
"FIB with one blank: And the decree was given at ___, and they hanged Haman's ten sons.","Shushan, Esther 9:14",9
"On the fourteenth day of Adar, in Shushan, how many men did the Jews slay?","three hundred, Esther 9:15",9
"In the book of Esther, on what day of what month did the Jews slay 300 men at Shushan?",Fourtheenth day of Adar.  Esther 9:15,9
"In describing the men the Jews slayed, on what did Esther 9 say they laid not their hand?","the prey, Esther 9:15",9
The other Jews in the king's provinces slew how many of their foes on the fourteenth day?,"seventy five thousand, Esther 9:16",9
"Bonus for 15 points, what 3 things did the Jews in the provinces do on the fourteenth day of Adar?","rested, made it a day of feasting and gladness.  Esther 9:17",9
"At Shushan, what did the Jews do on the fifteenth day of Adar?","rested, Esther 9:18",9
In Shushan the fifteenth day was a day of feasting and what?,"gladness, Esther 9:18",9
On what day of Adar did the Jews in Shushan rest?,Fifteenth. Esther 9:18,9
"FIB with one blank: Therefore the Jews of the villages, that dwelt in the ___ towns, made the fourteenth day of the month Adar a day of gladness and feasting.","unwalled, Esther 9:19",9
What day of Adar did the Jews that dwelled in the unwalled towns make a day of gladness and feasting?,Fourteenth day. Esther 9:19,9
"According to Esther chapter 9, the Jews of the villages made the fourteenth day of Adar a day of gladness and feasting, what did they send on to another?",Portions. Esther 9:19,9
"Who wrote these things, and sent letters unto all the Jews in the provinces of the king?","Mordecai, Esther 9:20",9
"FIB with one blank: To stablish this among them, that they should keep the fourteenth day of the month ___, and the fifteenth day of the same, yearly.","Adar, Esther 9:21",9
Adar was the month which was turned from sorrow to joy and from what to a good day?,"mourning, Esther 9:22",9
Adar was the month which was turned from sorrow to joy and from mourning to what?,"a good day, Esther 9:22",9
Adar was the month which was turned from mourning to a good day and from sorrow to what?,"joy, Esther 9:22",9
"Complete the following, that they should make them days of feasting and joy, and of sending portions one to another.....",and gifts to the poor.  Esther 9:22,9
"Haman had cast this, which is the lot, to consume and destroy the Jews. What is this?","Pur, Esther 9:24",9
"When Esther came before the king, he commanded that what, which Hamna devised against the Jews, should return upon his own head?","his wicked device, Esther 9:25",9
Bonus for 10: FIB from the book of Esther: Wherefore they called these days ___ after the name of ___.,"Purim, Pur, Esther 9:26",9
"How many days would the Jews keep according to their writing, and according to their appointed time every year?","two, Esther 9:27",9
"The Jews ordained and took upon them, their seed, and all such that did what, to keep Purim?","joined themselves unto them, Esther 9:27",9
"Be specific, it was said that the Jews would keep the two days of Purim according to their writing and according to what else every year?",Their appointed time.   Esther 9:27,9
"Bonus for 20: FIB regarding Purim: And that these days should be remembered and kept throughout every ___, every ___, every ___, and every ___.","generation, family, province, city, Esther 9:28",9
"FIB with one blank: That these days of Purim should not fail from among the Jews, nor the ___ of them perish from their seed.","memorial, Esther 9:28",9
"FIB same word, And that these days should be remembered and kept throughout ____ generation, ____ family, _____ province, and _____ city.","every, every, every, every.  Esther 9:28",9
Who wrote with all authority to confirm this second letter of Purim.,"Esther and Mordecai, Esther 9:29",9
It was said that Esther and Mordecai wrote with all authority to confirm this. What is this in reference to?,The second letter of Purim.  Esther 9:29,9
Esther 9:30 said he sent letters unto all the Jews with what kinds of words did he send them?,with words of peace and truth. Esther 9:30,9
Letters were sent to how many provinces of the kingdom of Ahasuerus?,"hundred twenty and seven, Esther 9:30",9
"FIB with one blank: And the decree of Esther confirmed these matters of ___, and it was written in the book.","Purim, Esther 9:32",9
"King Ahasuerus laid a tribute on the land, and on what else?",the isles of the sea. Esther 10:1,10
"King Ahasuerus laid what upon the land, and upon the isles of the sea?","tribute, Esther 10:1",10
"FIB with one blank: And the king Ahasuerus laid a tribute upon the land, and upon the isles of the ___.","sea, Esther 10:1",10
Esther 10 asks if the greatness of this man is not written in the chronicles of the kings. Name the man.,"Mordecai, Esther 10:2",10
"Bonus for 15: FIB: And all the acts of his ___ and of his ___, and the declaration of the __ of Mordecai.","power, might, greatness, Esther 10:2",10
"Mordecai sought the wealth of his people, and spoke what to all his seed?","peace, Esther 10:3",10
"Bonus for 15: For ___ the ___ was next to king Ahasuerus, and great among the ___.","Mordecai, Jew, Jews, Esther 10:3",10
"According to the book of Esther, what did Mordecai speak to all his seed?","peace, Esther 10:3",10
