Question,Answer,Chapter
Isaiah described the king of what nation taking away the riches of Damascus and the spoil of Samaria?,"Assyria, Isaiah 8:4",8
Isaiah said that the people refused the waters of this place and instead rejoiced in Rezin and Remaliah's son. What was this place referring to?, Shiloah - Isaiah 8:6,8
"Isaiah said that the people refused the waters of Shiloah and instead rejoice in Remaliah's son (Pekah) and this person, who were they?", Rezin  - Isaiah 8:6,8
"In speaking of the king of Assyria, Isaiah said he would come up over all his channels. What did he say he would go over?", all his banks - Isaiah 8:7,8
"Bonus for 10: FIB: The Lord bringeth up upon them the waters of the ___, strong and many, even the king of ___, and all his glory.","river, Assyria, Isaiah 8:7",8
"Speaking of the king of Assyria, where did Isaiah say he would pass through when he said the following, he shall overflow and go over, (he shall reach even the neck and the stretching out of his wings shall fill the breadth of thy land).",  Judah - Isaiah 8:8,8
"What explanation did Isaiah give when he said t he following, ""Take counsel together and it shall come to nought, speak the word and it shall not stand""?", for God is with us - Isaiah 8:10,8
"Isaiah warned, take counsel together and it shall come to nought, speak the word and it shall not stand, what reason did he give?", for God is with us - Isaiah 8:10,8
How did God speak to Isaiah when he instructed him that he should not walk in the way of this people?, with a strong hand - Isaiah 8:11,8
"FIB 2 blanks with the same word, Say ye not, A _____, to all them to whom this people shall say, A _____, neither fear ye their fear, nor be afraid."," confederacy, confederacy  - Isaiah 8:12",8
"FIB 2 blanks with the same word, Say ye not, A confederacy, to all them to whom this people shall say, A confederacy, neither ____ ye their ____, nor be afraid."," Fear, fear  - Isaiah 8:12",8
"FIB 2 blanks, Sanctify the Lord of hosts himself and let him be your ____, and let him be your _____."," fear, dread - Isaiah 8:13",8
"Isaiah  said that He shall be for a sanctuary, but for a stone of stumbling and a rock of offence to both the houses of Israel, for a gin anf for snare to the inhabitants of what city?", Jerusalem - Isaiah 8:14,8
"FIB 2 blanks, Bind up the ____, seal the _____ among my disciples"," testimony, law - Isaiah 8:16",8
"Isaiah said to bind up the testimony, seal the law among whom?", my disciples - Isaiah 8:16,8
Isaiah said he would wait upon the Lord that hideth his face from the house of Jacob. What else did Isaiah say he would do?, he would look for him - Isaiah 8:17,8
Isaiah said that he and the children who the Lord gave him are for signs and wonders in Israel from the Lord of hosts. Where does the Lord dwell?, in mount Zion - Isaiah 8:18,8
"Isaiah warned, when they were told to seek  them that have familiar spirits, to wizards that peep and mutter, who should they seek instead?", their God Isaiah 8:19,8
"Isaiah warned, ""To the law and to the testimony, if they speak not according to this word it is because what?", there is no light in them Isaiah 8:20,8
"FIB 2 blanks with the same word, And they shall pass through it, hardly bestead and _____, and it shall come to pass, that when they shall be _____, they shall fret themselves, and curse their king and their God, and look upward."," hungry, hungry - Isaiah 8:21",8
"According to Isaiah, And they shall look unto the earth, and behold trouble and darkness, dimness of anguish, where or what will they be driven to?", darkness - Isaiah 8:22,8
"God instructed Isaiah to take a great scroll and write concerning Maher-shalal-hash-baz, what was he to write with?", a man's pen - Isaiah 8:1,8
"God instructed Isaiah to write with a man's pen concerning Maher-shalal-hash-baz, what was he to write on?", a great scroll - Isaiah 8:1,8
"Bonus for 10: FIB 2 blanks: Bind up the ____, seal the _____ among my disciples"," testimony, law - Isaiah 8:16",8
"Isaiah warned, when they were told to seek  them that have familiar spirits, to wizards that peep and mutter, who should they seek instead?", their God Isaiah 8:19,8
"Isaiah warned, ""To the law and to the testimony, if they speak not according to this word it is because what?", there is no light in them Isaiah 8:20,8
"What two lands beyond Jordan, in Galailee did Isaiah say were lightly afflicted?", Zebulun and Naphtali - Isaiah 9:1,9
"Isaiah said that the lands of Zebulun and Naphtali were at first lightly afflicted, what did he say happened to them by the way of the sea?", They were more greviously afflicted - Isaiah 9:1,9
Isaiah said that the people that walked in the darkness have seen a great light. Upon whom did he say that the light shined?, They that dwell in the land of the shadow of death - Isaiah 9:2,9
"According to Isaiah chapter 9, what did the people who walked in darkness see?", A great light - Isaiah 9:2,9
"According to Isaiah, thou has multiplied the nation but not increased what?", the joy - Isaiah 9:3,9
"Isaiah said thou hast broken the yoke of his burden, the staff of his shoulder, the rod of his oppressor as in the say of whom?", Midian - Isaiah 9:4,9
"Isaiah said that every battle of the warrior is with confused noise, and garments rolled in what?", blood - Isaiah 9:5,9
"Isaiah said that every battle of the warrior is with confused noise, and garments rolled in  blood, but he says this shall be with what?", Burning and fuel and fire - Isaiah 9:5,9
"Bonus for 15: Isaiah prophisied, For unto us a child is born, unto us a son is given, and the government shall be on his shoulder for 5 points each give any 3 of the 5 things his name shall be called."," Wonderful, Counsellor, The mighty God, The everlasting Father, The Prince of Peace - Isaiah 9:6",9
"Isaiah said, unto us a child is born, what was to be on his shoulder?", the government - Isaiah 9:6,9
"Isaiah said that the increase of His government and peace there shall be no end, upone the throne of whose throne and kingdom would it be?", David Isaiah 9:7,9
"Be specific, Isaiah said of the Child, upon the throne of David and upon His kingdom to order it and to establish is with what?", Judgment and with justice (for henceforth even for ever) - Isaiah 9:7,9
"Be specific, speaking of the Child, Isaiah said upon the throne of David and upon his kingdom to order and establish it with judgment even for ever. What did he say would perform this?", The zeal of the Lord of hosts. - Isaiah 9:7,9
"Isaiah said that the increase of His government and peace there shall be no end, upone the throne of whose throne and kingdom would it be?", David Isaiah 9:7,9
"According to Isaiah speaking of the Messiah, ""Of the increase of his government and peace there shall be no end."" What did he say would perform this?", The zeal of the Lord of hosts - Isaiah 9:7,9
"According to Isaiah, the Lord sent a word unto Jacob, who hath it lighted upon?", Israel - Isaiah 9:8,9
"Be specific, the Lord sent this into Jacob and it hath lighted upon Israel, what is this?", A word - Isaiah 9:8,9
"FIB 2 blanks, And all the people shall know, even ____ and the inhabitant of _____, that say in the pride and stoutness of heart"," Ephraim, Samaria  - Isaiah 9:9",9
"Isaiah said, The bricks are fallen down, but we will build with what instead?", hewn stones   - Isaiah 9:10,9
"Isaiah said, The sycomores are cut down, but we will change them into what instead?", cedars  - Isaiah 9:10,9
"Isaiah said, These are fallen down, but we will build with hewn stones.", The bricks  - Isaiah 9:10,9
"Isaiah said, These are cut down, but we will change them into cedars, what are these?", sycomores  - Isaiah 9:10,9
"According to Isaiah, the bricks are fallen down, but we will build with hewn stones, the sycamores are cut down, what would they change them into? ", cedars - Isaiah 9:10,9
"Be specific, according to Isaiah, the Lord shall set up the adversaries of Rezin against him, what will He do to his enemies?", join them together - Isaiah 9:11,9
"FIB 2 blanks, The _____ before, and the ______ behind, and they shall devour Israel with open mouth."," Syrians, Philistines -  Isaiah 9:12",9
"FIB, The Syrians before, and the Philistines behind, and they shall devour _____ with open mouth.", Israel - Isaiah 9:12,9
"Complete the verse, For the people turneth not unto him that smiteth them, neither do they seek", the Lord of hosts. - Isaiah 9:13,9
"FIB 2 blanks, Therefore the Lord will cut off from Israel ____ and _____, branch and rush, in one day.","  head, tail - Isaiah 9:14",9
"FIB 2 blanks, Therefore the Lord will cut off from Israel head and tail, ____ and ____, in one day."," branch, rush  - Isaiah 9:14",9
"Isaiah says, Therefore the Lord will cut off from Israel head and tail, branch and rush, how long did he say it would take?", one day  - Isaiah 9:14,9
"Be specific, in Isaiah chapter 9, who did the Lord describe as the head?", The ancient and honourable - Isaiah 9:15,9
"Be specific, in Isaiah chapter 9 who did the Lord describe as the tail?", The prophet that teacheth lies - Isaiah 9:15,9
"Isaiah says that the leaders cause the people to err, what will happen to them that are led of them?", they are destroyed - Isaiah 9:16,9
"Before saying that the Lord shall not have mercy on their fatherless and widows, he also said he would have no joy in who?", their young men - Isaiah 9:17,9
Why did the Lord say he would not have mercy on the fatherless and widows?, for everyone is an hypocrite and an evildoer (and every mouth speaketh folly) - Isaiah 9:17,9
"Complete the verse, For all this his anger is not turned away", but his hand is stretched out still - Isaiah 917,9
"The Lird says that wickedness burneth as the fire, what will it devour?", The briers and thorns - Isaiah 9:18,9
"The Lord said that wickedness burneth as the fire, it shall kindle in the thickets of the forest, what will they mount up like?", The lifting up of smoke - Isaiah 9:18,9
"Isaiah said that through the wrath of the Lord of hosts is the land darkened, what will no man spare?", his brother - Isaiah 9:19,9
"Isaiah said that through the wrath of the Lord of hosts is the land darkened, what will the people be as?", the fuel of the fire - Isaiah 9:19,9
"FIB 2 blanks, And he shall snatch on the ____ hand, and be hungry, and he shall eat on the ____ hand, and they shall not be satisfied"," right, left - Isaiah 9:20",9
"The Lord said in Isaiah that he will snatch on the right hand and be hungry, on the left hand and not be satisfied, what will every man eat?", the flesh of his own arm - Isaiah 9:20,9
"According to Isaiah, a man will snatch on the right hand and be hungry, on the left hand and not be satisfied, what would every man eat?", the flesh of his own arm - Isaiah 9:20,9
"Manasseh, Ephraim,, and Ephraim, Manasseh, and they together shall be against whom?", Judah  - Isaiah 9:21,9
"Bonus for 10: FIB, 2 blanks, Manasseh, Ephraim, and _____, _______, and they together shall be against Judah. For all this his anger is not turned away, but his hand is stretched out still."," Ephraim, Manasseh - Isaiah 9:21",9
"According to Isaiah 10:1, what do those decree unrighteous decrees write?"," grievousness, Isaiah 10:1",10
"According to Isaiah 10:2, from whom do the unjust turn away judgment?"," the needy, Isaiah 10:2",10
"According to Isaiah 10:2, whose right do they take away?"," the poor of my people, Isaiah 10:2",10
"According to Isaiah 10:2, who may become their prey?"," the widows, Isaiah 10:2",10
"According to Isaiah 10:2, whom may they rob?"," the fatherless, Isaiah 10:2",10
Complete the quotation from Isaiah 10:3: “And what will ye do in the day of _____?”," visitation, Isaiah 10:3",10
"According to Isaiah 10:3, from far will come what?"," desolation, Isaiah 10:3",10
"According to Isaiah 10:3, to whom shall they flee for help?"," no one, Isaiah 10:3",10
"According to Isaiah 10:3, where will they leave their glory?"," nowhere stated as a place to leave it, Isaiah 10:3",10
"Speaking for the Lord, Isaiah said, ""Without me they shall bow down under the prisoners,"" what did he say they would fall under?", The slain - Isaiah 10:4,10
Complete the quotation from Isaiah 10:4: “Without me they shall bow down under the _____”," prisoners, Isaiah 10:4",10
"According to Isaiah 10:4, under whom shall they fall?"," the slain, Isaiah 10:4",10
"Isaiah said the following ""O Assyrian, the rod of mine anger."" What did he describe the staff in their hand as?", Mine (God's) indignation - Isaiah 10:5,10
"According to Isaiah 10:5, what nation is called “the rod of mine anger”?"," Assyria, Isaiah 10:5",10
Complete the quotation from Isaiah 10:5: “and the staff in their hand is mine _____”," indignation, Isaiah 10:5",10
"According to Isaiah 10:6, against what kind of nation will the LORD send Assyria?"," an hypocritical nation, Isaiah 10:6",10
"According to Isaiah 10:6, against whom will the LORD give Assyria a charge?"," the people of my wrath, Isaiah 10:6",10
"According to Isaiah 10:6, what four actions is Assyria charged to perform?"," take the spoil, take the prey, tread them down like mire of the streets, Isaiah 10:6",10
"According to Isaiah 10:7, what is not in the heart of Assyria?"," so to do, Isaiah 10:7",10
"According to Isaiah 10:7, what is in Assyria’s heart?"," to destroy and cut off nations not a few, Isaiah 10:7",10
"According to Isaiah 10:8, what does the king of Assyria say about his princes?"," “Are not my princes altogether kings?”, Isaiah 10:8",10
"According to Isaiah 10:9, which city is mentioned first in the king of Assyria’s list?"," Calno, Isaiah 10:9",10
Complete the quotation from Isaiah 10:9: “is not Hamath as _____?”," Arpad, Isaiah 10:9",10
"According to Isaiah 10:9, what city is compared to Damascus?"," Samaria, Isaiah 10:9",10
"According to Isaiah 10:10, what had the king’s hand found?"," the kingdoms of the idols, Isaiah 10:10",10
"According to Isaiah 10:10, whose graven images excelled those of Jerusalem and Samaria?"," the kingdoms of the idols, Isaiah 10:10",10
"According to Isaiah 10:11, what two places does the king of Assyria say he will do unto as he did unto Samaria?"," Jerusalem and her idols, Isaiah 10:11",10
"According to Isaiah speaking for the Lord, ""I will punish the fruit of the stout heart"" of whom?", The king of Assyria - Isaiah 10:12,10
"According to Isaiah 10:12, where will the Lord perform His whole work?"," upon mount Zion and on Jerusalem, Isaiah 10:12",10
"According to Isaiah 10:12, what will the Lord punish in the king of Assyria?"," the fruit of the stout heart and the glory of his high looks, Isaiah 10:12",10
"According to Isaiah 10:13, by what does the king of Assyria claim to have acted?"," the strength of my hand and my wisdom, Isaiah 10:13",10
"According to Isaiah 10:13, what had he removed?"," the bounds of the people, Isaiah 10:13",10
"According to Isaiah 10:13, what had he robbed?"," their treasures, Isaiah 10:13",10
Complete the quotation from Isaiah 10:14: “and there was none that moved the _____”," wing, Isaiah 10:14",10
"According to Isaiah 10:14, what three actions were absent among the peoples?"," moved the wing, opened the mouth, peeped, Isaiah 10:14",10
"FIB 2 blanks, Shall the ____ boast itself against him that heweth therewith? or shall the ____ magnify itself against him that shaketh it?"," axe, saw  - Isaiah 10:15",10
"According to Isaiah 10:15, against whom should not the axe boast itself?"," him that heweth therewith, Isaiah 10:15",10
"According to Isaiah 10:15, against whom should not the saw magnify itself?"," him that shaketh it, Isaiah 10:15",10
"According to Isaiah 10:16, what will the Lord send among Assyria’s fat ones?"," leanness, Isaiah 10:16",10
"According to Isaiah 10:16, what will be kindled under his glory?"," a burning like the burning of a fire, Isaiah 10:16",10
"According to Isaiah 10:17, what shall the Light of Israel be for a fire?"," a fire, Isaiah 10:17",10
"According to Isaiah 10:17, what shall his Holy One be for a flame?"," a flame, Isaiah 10:17",10
"According to Isaiah 10:17, what two things will the fire consume in one day?"," his thorns and his briers, Isaiah 10:17",10
"According to Isaiah 10:18, what two things will be consumed from the forest and fruitful field?"," the glory of his forest and of his fruitful field, Isaiah 10:18",10
"According to Isaiah 10:18, from what part of a person will the consumption occur?"," both soul and body, Isaiah 10:18",10
"According to Isaiah 10:19, who will be few in number?"," the trees of his forest, Isaiah 10:19",10
"According to Isaiah 10:19, who will be able to write the remaining trees?"," a child, Isaiah 10:19",10
"According to Isaiah 10:20, upon whom shall the remnant of Israel no more stay themselves?"," upon him that smote them, Isaiah 10:20",10
"According to Isaiah 10:20, upon whom shall they stay themselves?"," the LORD, the Holy One of Israel, in truth, Isaiah 10:20",10
"Complete the quotation from Isaiah 10:21: “The remnant shall return, even the remnant of Jacob, unto the _____”"," mighty God, Isaiah 10:21",10
"According to Isaiah 10:22, what shall return though Israel be as the sand of the sea?"," a remnant of them, Isaiah 10:22",10
"According to Isaiah 10:24, in what manner shall Assyria lift up his staff against Zion?"," after the manner of Egypt, Isaiah 10:24",10
"According to Isaiah 10:26, what two historical events are referenced in describing the LORD’s scourge?"," the slaughter of Midian at the rock of Oreb and His rod upon the sea, Isaiah 10:26",10
"According to Isaiah 10:27, what shall destroy the yoke?"," the anointing, Isaiah 10:27",10
"According to Isaiah 10:28, at what city is the invader said to come?"," Aiath, Isaiah 10:28",10
"According to Isaiah 10:29, where have they taken up their lodging?"," Geba, Isaiah 10:29",10
"According to Isaiah 10:29, what city is said to flee?"," Ramah, Isaiah 10:29",10
"According to Isaiah 10:30, what daughter is told to cry aloud with her voice?"," the daughter of Gallim, Isaiah 10:30",10
"According to Isaiah 10:31, what city is removed?"," Madmenah, Isaiah 10:31",10
"According to Isaiah 10:32, at what place shall he remain that day?"," Nob, Isaiah 10:32",10
"According to Isaiah 10:32, against what two locations will he shake his hand?"," the mount of the daughter of Zion and the hill of Jerusalem, Isaiah 10:32",10
"According to Isaiah 10:33, what will the Lord lop with terror?"," the bough with terror, Isaiah 10:33",10
"According to Isaiah 10:33, what will happen to the high ones of stature?"," they shall be hewn down, Isaiah 10:33",10
"According to Isaiah 10:34, with what shall the LORD cut down the thickets of the forest?"," iron, Isaiah 10:34",10
From whose stem did Isaiah say that a rod should come?, Jesse - Isaiah 11:1,11
"Isaiah said that a rod would come from the stem of Jesse, where would the Branch grow out of?", His roots - Isaiah 11:1,11
" According to Isaiah 11:1, what shall come forth out of the stem of Jesse?"," a rod, Isaiah 11:1",11
 Complete the quotation: “And a _____ shall grow out of his roots”," Branch, Isaiah 11:1",11
" According to Isaiah 11:1, out of whose roots shall a Branch grow?"," Jesse’s roots, Isaiah 11:1",11
" According to Isaiah 11:2, what shall rest upon him?"," the spirit of the LORD, Isaiah 11:2",11
" According to Isaiah 11:2, the spirit of wisdom and what shall rest upon him?"," understanding, Isaiah 11:2",11
" According to Isaiah 11:2, the spirit of counsel and what shall rest upon him?"," might, Isaiah 11:2",11
" According to Isaiah 11:2, the spirit of knowledge and of what shall rest upon him?"," the fear of the LORD, Isaiah 11:2",11
 List the six qualities named after “the spirit of the LORD”," wisdom, understanding, counsel, might, knowledge, fear of the LORD, Isaiah 11:2",11
"In Isaiah chapter 11 it stated that a rod would come out of the stem of Jesse, what kind of understanding would He have?", Quick - Isaiah 11:3,11
"FIB 2 blanks, and he shall not ____ after the sight of his eyes, neither ______ after the hearing of his ears"," judge, reprove - Isaiah 11:3",11
"FIB 2 blanks, and he shall not judge after the sight of his ___, neither reprove after the hearing of his ____"," eyes, ears - Isaiah 11:3",11
" According to Isaiah 11:3, in what shall he be made of quick understanding?"," the fear of the LORD, Isaiah 11:3",11
" According to Isaiah 11:3, by what shall he not judge?"," the sight of his eyes, Isaiah 11:3",11
" According to Isaiah 11:3, by what shall he not reprove?"," the hearing of his ears, Isaiah 11:3",11
 Complete the quotation: “And he shall not judge after the _____ of his eyes”," sight, Isaiah 11:3",11
"Be specific, Isaiah chapter 11 says He will smite the earth with the rod of His mouth, with what would He slay the wicked?", the breath of His lips - Isaiah 11:4,11
" According to Isaiah 11:4, with what shall he judge the poor?"," righteousness, Isaiah 11:4",11
" According to Isaiah 11:4, for whom shall he reprove with equity?"," the meek of the earth, Isaiah 11:4",11
" According to Isaiah 11:4, with what shall he smite the earth?"," the rod of his mouth, Isaiah 11:4",11
" According to Isaiah 11:4, with what shall he slay the wicked?"," the breath of his lips, Isaiah 11:4",11
 Complete the quotation: “And with the breath of his _____ shall he slay the wicked”," lips, Isaiah 11:4",11
" According to Isaiah 11:5, what shall be the girdle of his loins?"," righteousness, Isaiah 11:5",11
" According to Isaiah 11:5, what shall be the girdle of his reins?"," faithfulness, Isaiah 11:5",11
 Complete the quotation: “And faithfulness the girdle of his _____”," reins, Isaiah 11:5",11
What animal did Isaiah say the wolf would dwell with?, the lamb - Isaiah 11:6,11
What animal did Isaiah say would lie down  with the kid?, the leopard - Isaiah 11:6,11
"Isaiah said the wolf shall dwell with the lamb, the calf, the young lion and the fatling together. Who did he say shall lead them?", a little child - Isaiah 11:6,11
" According to Isaiah 11:6, what animal shall dwell with the lamb?"," the wolf, Isaiah 11:6",11
" According to Isaiah 11:6, what animal shall lie down with the kid?"," the leopard, Isaiah 11:6",11
" According to Isaiah 11:6, what three animals shall be together?"," the calf, the young lion, and the fatling, Isaiah 11:6",11
" According to Isaiah 11:6, who shall lead them?"," a little child, Isaiah 11:6",11
"According to Isaiah, what would the lion eat?", straw (like the ox) - Isaiah 11:7,11
" According to Isaiah 11:7, what two animals shall feed together?"," the cow and the bear, Isaiah 11:7",11
" According to Isaiah 11:7, whose young ones shall lie down together?"," the cow’s and the bear’s, Isaiah 11:7",11
" According to Isaiah 11:7, what shall the lion eat like the ox?"," straw, Isaiah 11:7",11
"Isaiah said that the suckling child shall play on the hole of the asp, where would the weaned child put his hand?", on the cockatrice' den (poisonout snake) Isaiah 11:8,11
" According to Isaiah 11:8, who shall play on the hole of the asp?"," the sucking child, Isaiah 11:8",11
" According to Isaiah 11:8, who shall put his hand on the cockatrice’ den?"," the weaned child, Isaiah 11:8",11
 Complete the quotation: “And the weaned child shall put his hand on the _____’ den”," cockatrice, Isaiah 11:8",11
" According to Isaiah 11:9, what shall they not do in all God’s holy mountain?"," hurt nor destroy, Isaiah 11:9",11
" According to Isaiah 11:9, what shall be full of the knowledge of the LORD?"," the earth, Isaiah 11:9",11
" Complete the quotation: “For the earth shall be full of the knowledge of the LORD, as the waters cover the _____”"," sea, Isaiah 11:9",11
" According to Isaiah 11:9, in whose holy mountain shall they not hurt nor destroy?"," my holy mountain, Isaiah 11:9",11
" According to Isaiah 11:10, what shall stand for an ensign of the people?"," a root of Jesse, Isaiah 11:10",11
" According to Isaiah 11:10, who shall seek the root of Jesse?"," the Gentiles, Isaiah 11:10",11
" According to Isaiah 11:10, what shall be glorious?"," his rest, Isaiah 11:10",11
 Complete the quotation: “And his _____ shall be glorious”," rest, Isaiah 11:10",11
" According to Isaiah 11:11, what shall the Lord set his hand to do the second time?"," recover the remnant of his people, Isaiah 11:11",11
" According to Isaiah 11:11, from what country shall the remnant be recovered beginning the list?"," Assyria, Isaiah 11:11",11
" According to Isaiah 11:11, name four places from which the remnant shall be recovered."," Assyria, Egypt, Pathros, Cush, Isaiah 11:11",11
" According to Isaiah 11:11, from what islands shall the remnant be recovered?"," the islands of the sea, Isaiah 11:11",11
" According to Isaiah 11:12, for whom shall an ensign be set up?"," the nations, Isaiah 11:12",11
" According to Isaiah 11:12, whom shall he assemble?"," the outcasts of Israel, Isaiah 11:12",11
" According to Isaiah 11:12, whom shall he gather together from the four corners of the earth?"," the dispersed of Judah, Isaiah 11:12",11
"FIB 2 blanks, Ephraim shall not ____ Judah, and Judah shall not ____ Ephraim"," envy, vex - Isaiah 11:13",11
" According to Isaiah 11:13, whose envy shall depart?"," Ephraim’s, Isaiah 11:13",11
" According to Isaiah 11:13, who shall not envy Judah?"," Ephraim, Isaiah 11:13",11
" According to Isaiah 11:13, who shall not vex Ephraim?"," Judah, Isaiah 11:13",11
" According to Isaiah 11:14, upon whose shoulders shall they fly?"," the shoulders of the Philistines toward the west, Isaiah 11:14",11
" According to Isaiah 11:14, whom shall they spoil together?"," them of the east, Isaiah 11:14",11
" According to Isaiah 11:14, upon whom shall they lay their hand?"," Edom and Moab, Isaiah 11:14",11
" According to Isaiah 11:14, who shall obey them?"," the children of Ammon, Isaiah 11:14",11
" According to Isaiah 11:15, what tongue shall the LORD utterly destroy?"," the tongue of the Egyptian sea, Isaiah 11:15",11
" According to Isaiah 11:15, into how many streams shall he smite the river?"," seven streams, Isaiah 11:15",11
" According to Isaiah 11:15, how shall men go over the river?"," dryshod, Isaiah 11:15",11
"Isaah prophesied that there shall be a highway for the remnant of His people from Assyria, to what did he compare it?", to Israel (in the day he) came up out of the land of Egypt - Isaiah 11:16,11
" According to Isaiah 11:16, what shall there be for the remnant of his people?"," an highway, Isaiah 11:16",11
" According to Isaiah 11:16, from what country shall the remnant come?"," Assyria, Isaiah 11:16",11
" According to Isaiah 11:16, according to Isaiah 11:16, what historical event is used as the pattern for that highway?"," when Israel came up out of the land of Egypt, Isaiah 11:16",11
 Complete the quotation: “And there shall be an _____ for the remnant of his people”," highway, Isaiah 11:16",11
" According to Isaiah 11:16, for whom specifically shall the highway be?"," the remnant of his people which shall be left, from Assyria, Isaiah 11:16",11
"According to Isaiah 12:1, in what day will the speaker say, ""O LORD, I will praise thee""?"," In that day, Isaiah 12:1",12
"Complete the quotation from Isaiah 12:1: ""O LORD, I will _____ thee"""," praise, Isaiah 12:1",12
"According to Isaiah 12:1, with whom is the speaker speaking when he says, ""I will praise thee""?"," The LORD, Isaiah 12:1",12
"According to Isaiah 12:1, what had the LORD been with the speaker?"," Angry, Isaiah 12:1",12
"Complete the quotation: ""Though thou wast _____ with me"""," angry, Isaiah 12:1",12
"According to Isaiah 12:1, what two things are said of the LORD after His anger?"," Thine anger is turned away, and thou comfortedst me, Isaiah 12:1",12
"According to Isaiah 12:1, whose anger is said to be turned away?"," The LORD's anger, Isaiah 12:1",12
"According to Isaiah 12:1, whom did the LORD comfort?"," Me, Isaiah 12:1",12
"According to Isaiah 12:2, who is identified as the speaker's salvation?"," God, Isaiah 12:2",12
"Complete the quotation from Isaiah 12:2: ""Behold, God is my _____"""," salvation, Isaiah 12:2",12
"According to Isaiah 12:2, what will the speaker do because God is his salvation?"," Trust, Isaiah 12:2",12
"Complete the quotation: ""I will trust, and not be _____"""," afraid, Isaiah 12:2",12
"According to Isaiah 12:2, what two names are given together in the statement, ""For the LORD _____ is my strength and my song""?"," JEHOVAH, Isaiah 12:2",12
"According to Isaiah 12:2, what is the LORD JEHOVAH to the speaker besides salvation?"," My strength and my song, Isaiah 12:2",12
"According to Isaiah 12:2, who also is become the speaker's salvation?"," The LORD JEHOVAH, Isaiah 12:2",12
"Verse identification: In which verse is the statement found, ""I will trust, and not be afraid""?"," Isaih 12:2, Isaiah 12:2",12
"According to Isaiah chapter 12, who is described as both ""my strength and my song""?"," The LORD JEHOVAH, Isaiah 12:2",12
"According to Isaiah 12:3, with what shall ye draw water?"," Joy, Isaiah 12:3",12
"Complete the quotation: ""Therefore with joy shall ye draw _____"""," water, Isaiah 12:3",12
"According to Isaiah 12:3, out of what shall water be drawn?"," The wells of salvation, Isaiah 12:3",12
"According to Isaiah 12:3, how many wells are specifically mentioned?"," Wells of salvation, Isaiah 12:3",12
"Verse identification: In which verse are the ""wells of salvation"" mentioned?"," Isaiah 12:3, Isaiah 12:3",12
"According to Isaiah chapter 12, out of what shall water be drawn with joy?"," The wells of salvation, Isaiah 12:3",12
"According to Isaiah 12:4, in what day shall these actions be done?"," In that day, Isaiah 12:4",12
"According to Isaiah 12:4, what is the first command given after ""ye shall say""?"," Praise the LORD, Isaiah 12:4",12
"According to Isaiah 12:4, what are God's people instructed to call upon?"," His name, Isaiah 12:4",12
"Complete the quotation: ""Declare his _____ among the people"""," doings, Isaiah 12:4",12
"According to Isaiah 12:4, among whom are His doings to be declared?"," The people, Isaiah 12:4",12
"According to Isaiah 12:4, what are the people to make mention of?"," That his name is exalted, Isaiah 12:4",12
"Complete the quotation: ""Make mention that his name is _____"""," exalted, Isaiah 12:4",12
"According to Isaiah 12:4, whose doings are to be declared among the people?"," The LORD's, Isaiah 12:4",12
"List question: According to Isaiah 12:4, name three commands given in that verse."," Praise the LORD, call upon his name, declare his doings among the people, Isaiah 12:4",12
"According to Isaiah chapter 12, whose name is said to be exalted?"," The LORD's name, Isaiah 12:4",12
"According to Isaiah 12:5, what are people commanded to do unto the LORD?"," Sing, Isaiah 12:5",12
"Complete the quotation: ""Sing unto the LORD, for he hath done _____ things"""," excellent, Isaiah 12:5",12
"According to Isaiah 12:5, what kind of things has the LORD done?"," Excellent things, Isaiah 12:5",12
"According to Isaiah 12:5, what is known in all the earth?"," This, Isaiah 12:5",12
"Verse identification: In which verse does the phrase ""excellent things"" appear?"," Isaiah 12:5, Isaiah 12:5",12
"According to Isaiah 12:5, where is this known?"," In all the earth, Isaiah 12:5",12
"According to Isaiah 12:6, who is commanded to cry out and shout?"," Thou inhabitant of Zion, Isaiah 12:6",12
"Complete the quotation: ""Cry out and _____, thou inhabitant of Zion"""," shout, Isaiah 12:6",12
"According to Isaiah 12:6, what place is specifically named?"," Zion, Isaiah 12:6",12
"According to Isaiah 12:6, who is great in the midst of Zion?"," The Holy One of Israel, Isaiah 12:6",12
"Complete the quotation: ""For great is the Holy One of _____ in the midst of thee"""," Israel, Isaiah 12:6",12
"According to Isaiah 12:6, in the midst of whom is the Holy One of Israel great?"," Thee (the inhabitant of Zion), Isaiah 12:6",12
"Pronoun identification: According to Isaiah 12:6, to whom does the pronoun ""thee"" refer?"," The inhabitant of Zion, Isaiah 12:6",12
"According to Isaiah chapter 12, what title is given to the One who is great in the midst of Zion?"," The Holy One of Israel, Isaiah 12:6",12
"Quotation completion: ""For great is the Holy One of Israel in the midst of _____"""," thee, Isaiah 12:6",12
"List question: According to Isaiah 12:6, what two actions is the inhabitant of Zion commanded to perform?"," Cry out and shout, Isaiah 12:6",12
Verse identification: In which verse is the inhabitant of Zion addressed directly?," Isaih 12:6, Isaiah 12:6",12
Whose burden did Isaiah see in chapter 13 of his prophecy?, Babylon - Isaiah 13:1,13
"According to Isaiah 13:1, what was the burden that Isaiah the son of Amoz did see?"," The burden of Babylon, Isaiah 13:1",13
"According to Isaiah 13:1, who did see the burden of Babylon?"," Isaiah the son of Amoz, Isaiah 13:1",13
"According to Isaiah 13:2, where were the people commanded to lift up a banner?"," Upon the high mountain, Isaiah 13:2",13
