Question,Answer,Chapter
Who heard of all the evil Saul had done to the saints at Jerusalem,Ananias 9:13,9
Saul had authority from whom to bind all that called on the Lord's name,chief priests 9:14,9
Saul had -- from the chief priest to bind all that called on the Lord's name,authority 9:14,9
"Who was the Lord referring to ""he is a chosen vessel unto me""",Saul 9:15,9
The Lord said Saul is to bear his name before these people,"gentiles, kings and children of Israel 9:15",9
"Who is this statement referring to ""For I will show him how great things he must suffer for my name's sake""",Saul 9:16,9
By what title did Ananias address Saul when he came to heal him,brother 9:17,9
"According to Ananias, how did the Lord, even Jesus, appear unto Saul",in the way as he camest 9:17,9
What reasons did Ananias give Saul as to why the Lord sent him,"that thou mightiest receive thy sight, and be filled with the Holy Ghost 9:17",9
And immediately there fell from his eyes as it had been ___________,scales 9:18,9
How soon after there fell from his eyes as it had been scales did Saul receive his sight,forthwith 9:18,9
When was Saul strengthened,when he had received meat 9:19,9
How long did Saul spend with the disciples that were at damascus,certain days 9:19,9
"And straightway he preached Christ in the synagogues, that he is the ______________",Son of God 9:20,9
Saul confounded the Jews that dwelt in this place,Damascus 9:22,9
What did Saul increase the more in,Strength 9:22,9
Saul confounded the Jews which dwelt at Damascus proving this is very --,Christ 9:22,9
When did the Jews take counsel to kill Saul,after many days were fulfilled 9:23,9
How often did they watch gates to kill Saul,day and night 9:24,9
But their laying -- was known of Saul,await 9:24,9
What did the disciples let Saul down in,a basket 9:25,9
Who took Saul by night and let him down in a basket,disciples 9:25,9
At what time did they let Saul down by the wall,night 9:25,9
When Saul attempted to join himself to his disciples how did they feel,they were afraid 9:25,9
What did the disciples not believe about Saul,that he was a disciples 9:26,9
And when Saul was come to Jerusalem he -- to join himself to the disciples,assayed 9:26,9
After Saul was let down by wall what place did he go to,Jerusalem 9:27,9
Who took Saul and brought him to the apostles,Barnabas 9:27,9
Barnabas explained to them that Saul preached in this manner at Damascus,boldly 9:27,9
Barnabas took Saul to the disciples what did he declare unto them concerning Saul,"how he had seen the Lord in the way, how he had spoken to him, how he had preached boldly at Damascus in the name of Jesus 9:27",9
And Saul was with then -- in and -- out at Jerusalem,"coming, going 9:28",9
The churches throughout these places had rest and were edified,"Judaea, Galilee, Samaria 9:31",9
When the brethren knew the Grecians wanted to slay Saul what place did they bring him to,Caesarea 9:30,9
After the brethren brought Saul down to Caesarea what place did they send him forth to,Tarsus 9:30,9
Peter passed throughout all -- he came down also to the saints which dwelt at Lydda,quarters 9:32,9
As Peter passed throughout all quarters he came down also to the saints which dwelt at this place,Lydda 9:32,9
How long did Aeneas keep his bed,eight years 9:33,9
What was Aeneas sickness,palsy 9:33,9
Where did Peter meet Aeneas,Lydda 9:33,9
Aeneas kept this for eight years,his bed vs33,9
"Who to whom, ""Jesus Christ maketh thee whole arise and make thy bed """,Peter to Aeneas vs34,9
How soon after Peter spoke to Aeneas did he arise,Immediately vs34,9
Along with all that dwelt at Lydda who saw Aeneas and turned to the Lord,Saron vs35,9
what did they that dwell at Lydda and Saron do when they saw Aeneas,turned to the Lord vs35,9
By interpretation what disciple was known as Dorcas,Tabitha vs 36,9
What was Tabitha full of,good works vs36,9
"And it came to pass in those days that she was sick and died, who were these words referring to",Tabitha vs 37,9
And when they had washed her (Tabitha) they laid her in the lower chamber,false vs 37,9
Which place was nigh unto Joppa,Lydda vs 38,9
Where was Peter when the disciples sent unto him two men,Lydda vs 38,9
How many men were sent unto Peter when he was in Lydda,Two vs 38,9
When Peter was brought to the upper chamber who stood by him weeping,all the widows vs 39,9
What did Dorcas make for the widows,coats and garments vs 39,9
Before Peter turned to Tabitha's body what did he do,"put them all forth, kneeled down, and prayed vs 40",9
How did Peter present Tabitha to the saints and widows,alive vs41,9
Who did Peter present Tabitha alive to,the saints and widows vs 41,9
Peter raising Tabitha from the dead was known throughout all this place,Joppa vs 42,9
With whom did Peter tarry at Joppa,Simon the tanner vs43,9
Who told Saul receive thy sight,Ananias vs17,9
Who was the certain man of Caesarea,Cornelius 10:1,10
What was Cornelius job title,a centurion 10:1,10
What band was Cornelius in charge of,Italian band 10:1,10
who along with Cornelius feared God,all his house 10:2,10
Cornelius gave much of this to the people,alms 10:2,10
Cornelius did this to God always,prayed 10:2,10
What hour of the day did Cornelius see the vision,about the ninth 10:3,10
He saw in a vision evidently about the ninth hour of the day an angel of God coming in to him and saying unto him --,Cornelius 10:3,10
He saw in a vision -- about the ninth hour of the day an angel of God coming in to him and saying unto him Cornelius,evidently 10:3,10
How did Cornelius feel when he saw the angel of God,afraid 10:4,10
How did Cornelius reply when the angel of the Lord called him,what is it Lord 10:4,10
"Who to whom, ""thy prayers and thine alms are come up for a memorial before God""",angel of God to Cornelius 10:4,10
What did the angel of God tell Cornelius has come up for a memorial before God,"prayers, alms 10:4",10
The angel of God told Cornelius thy prayers and thy alms are come up for a -- before God.,memorial 10:4,10
The angel of God told Cornelius to send men to this place,Joppa 10:5,10
The angel of God told Cornelius to send to Joppa for this person,Simon called Peter 10:5,10
Who's house is by the seaside,Simon the tanner 10:6,10
Who was Simon Peter lodging with in Joppa,Simon the tanner 10:6,10
"After the angel of God departed who did Cornelius call first, be specific.",two household servants 10:7,10
Who waited on Cornelius continually,the devout soldier 10:7,10
The angel of God told Cornelius Simon would tell him this,what thou oughtest to do 10:6,10
How did the devout soldier wait on Cornelius,continually 10:7,10
Peter went to pray at this place at the sixth hour,housetop 10:9,10
At what hour did Peter go to the housetop to pray,sixth 10:9,10
Peter became very -- when he was on the housetop,hungry 10:10,10
While they made ready what happened to Peter,he fell into a trance 10:10,10
Describe the certain vessel Peter saw descending,a great sheet knit at the four corners 10:11,10
When the heaven open what did Peter see descending unto him,a certain vessel 10:11,10
Where was the great sheet knit,at the four corners 10:11,10
The great vessel Peter saw was let down to this,earth 10:11,10
Describe the four corners of the great sheet,knit 10:11,10
Describe the creatures that were on the great sheet,"fourfooted beasts of the earth,wild beast, creeping things, fowls of the air 10:12",10
What were the first words the voice said to Peter while on the houetop,Rise Peter kill and eat 10:13,10
Peter told the Lord he has never eaten anything -- or --,"common, unclean 10:14",10
"Finish the phrase, what God hath cleansed",that call not thou common 10:15,10
This was done -- and the vessel was received up again into --,"thrice, heaven 10:16",10
Now while Peter -- in himself what this vision which he had seen should mean,doubted 10:17,10
The men which were sent from Cornelius had made inquiry for Simon's house and stood before the --,gate 10:17,10
Peter never doubted in himself what the vision he saw should mean T or F,F 10:17,10
The men which were sent from Cornelius made inquiry for whose house,Simon's house 10:17,10
"Who to whom, ""behold three men seek thee""",the Spirit to Peter 10:19,10
How many men were sent by Cornelius to Peter,three 10:19,10
"Arise therefore, and get thee down, and go with them -- nothing for I have -- them","doubting, sent 10:20",10
"Identify the speaker ""Behold I am he whom ye seek, what is the cause wherefore ye are come""",Peter 10:21,10
The men said Cornelius had a good report among whom,all the nation of the Jews 10:22,10
How did the men describe Cornelius to Peter,"centurion, just man, one that feareth God, good report among all the nation of the Jews 10:22",10
"The men told Peter, Cornelius was warned from God by a --",holy angel 10:22,10
When did Peter leave with the men sent by Cornelius,on the morrow 10:23,10
Who did Cornelius call together to hear Peter speak,kinsmen and near friends 10:24,10
How did Cornelius greet Peter,fell down at his feet and worshipped him 10:25,10
"Who to whom "" stand up, I myself also am a man""",Peter to Cornelius 10:26,10
It is an-- thing for a man that is a Jew to keep -- or come unto one of another --,"unlawful, company, nation 10:28",10
"but God had showed me, that I should not call any man -- or --","common, unclean 10:28",10
Peter told Cornelius he came unto him without -- as soon as he was sent for.,gainsaying 10:29,10
"Identify the speaker "" I ask therefore for what intent ye have sent for me""",Peter 10:29,10
when Peter arrived -- days had passed since cornelius had seen the vision,four 10:30,10
How did Cornelius describe the clothing of the man he had seen in the vision,bright 10:30,10
And he said Cornelius thy prayer is -- and thine -- are had in remembrance in the sight of God.,"heard, alms 10:31",10
Immediately therefore I sent to thee and thou has -- -- that thou art come,well done 10:33,10
"Now therefore are we all here present before --, to hear all things that are commanded thee of --","God, God 10:33",10
Of a truth I -- that God is no respecter of --,"perceive, persons 10:34",10
"Give the book chapter and verse ""of a truth I perceive that God is no respecter of persons""",Acts 10:34,10
But in every nation he that -- Him and worketh -- is accepted with Him,"feareth, righteousness 10:35",10
Who did God preach peace by,Jesus Christ 10:36,10
What did God anoint Jesus of Nazareth with,"Holy Ghost, Power 10:38",10
Why was Jesus able to do good and heal all that were oppressed of the devil,God was with him 10:38,10
Who went about doing good and healing all that were oppressed of the devil,Jesus of Nazareth 10:38,10
Peter said they were witnesses of all that Jesus did in the land of the -- and in --,"Jews, Jerusalem 10:39",10
On what day did God raise up Jesus,third days 10:40,10
Him God raised up the third day and showed him --,openly 10:40,10
Jesus was ordained by God to be the judge of whom,"quick, and dead 10:42",10
why were they of the circumcision which came with Peter astonished,because on the gentiles was poured out the gift of the Holy Ghost 10:45,10
What was the evidence of the pouring out of the Holy Ghost after Peter spake to the gentiles,they spake with tongues and magnify God 10:46,10
"Identify the speaker, ""can any forbid water that these should not be baptized""",Peter 10:47,10
For how long did the the gentiles by Cornelius ask Peter to tarry with them.,certain days 10:48,10
The apostles and brethren that were at this place heard that the gentiles had also received the word of God,Judaea 11:1,11
Who at Judaea heard that the gentiles had received the word of God,apostles and brethren 11:1,11
Who contended with Peter when he came up to Jerusalem,they of the circumcision 11:2,11
"who said these words ""thou went in to men uncircumcised and did eat with them""",they of the circumcision 11:3,11
Thou went in to men -- and did eat with them,uncircumcised 11:3,11
How did Peter expound the matter unto they that were of the circumcision,by order 11:4,11
Peter rehearsed the matter from the --,beginning 11:4,11
"Identify the speaker ""what was I that I could withstand God?""",Peter 11:17,11
When the Holy Ghost fell on the gentiles what words of the Lord did Peter remember,"John indeed baptized with water, but ye shall be baptized with the Holy Ghost 11:16",11
What did Peter say happened to the gentiles when he began to speak,the Holy Ghost fell upon them 11:15,11
"Identify the speaker, ""what was that I could withstand God""",Peter 11:17,11
"when they of the circumcision heard Peter's account, they held their peace and glorified God saying",God also to the gentiles granted repentance unto life 11:18,11
They that were scattered abroad traveled as far as these places preaching the word,"Phenice, Cyprus, and Antioch 11:19",11
when they were come to Antioch who did the men of Cyprus and Cyrene speak unto.,Grecians 11:20,11
What did the men of Cyprus and Cyrene preach when they came to Antioch,Lord Jesus 11:20,11
Men of Cyprus and men of -- were scattered abroad,Cyrene 11:20,11
The church at Jerusalem sent forth this person to go as far as Antioch,Barnabas 11:22,11
"Ears, mouth, heart.....the tidings of the persecution came to the -- of the church",ears 11:22,11
The church sent forth Barnabas that he should go as far as this place,Antioch 11:22,11
How did Barnabas feel when he came to Antioch,glad 11:23,11
Barnabas exhorted the church that with purpose of heart they should do this,cleave unto the Lord 11:23,11
"Not Stephen, who was also a good man, full of the Holy Ghost and of faith.",Barnabas 11:24,11
Why did Barnabas depart to Tarsus,to seek Saul 11:25,11
Barnabas went to this place to seek Saul,Tarsus 11:25,11
When Barnabas found Saul he brought him to this place,Antioch 11:26,11
Where were the disciples first called Christian,Antioch 11:26,11
How long did they assemble with the church at Antioch,a whole year 11:26,11
And these days came prophets from Jerusalem unto --,Antioch 11:27,11
Who was Agabus,a prophet 11:28,11
What did Agabus signify through the Spirit,that there should be great dearth throughout all the world 11:28,11
The dearth signified by Agabus came to pass in whose days,Claudius,11
Caesar 11:28,,11
Where was Agabus from,Jerusalem 11:28,11
The disciples determined to send relief to the brethren to this place,Judaea 11:29,11
The disciples and every man determined to send relief unto to the brethren which dwelt in Juadea according to what,his ability 11:29,11
By whose hand was the relief sent to the elders,Barnabas and Saul 11:30,11
Who signified there would be a great dearth throughout all the world,"Agabus, 11:28",11
By the hand of Barnabas and Saul -- was sent unto the elders throughout all the world,relief 11:30,11
When Herod killed James who did it please,the Jews vs3,12
What did Herod stretch forth to vex certain of the church,his hand vs1,12
What is John's surname,Mark vs25,12
what did they of Tyre and Sidon do to Blastus,they made him their friend vs20,12
How did Herod kill James,with the sword vs2,12
Whose brother did Herod kill with the sword,John's vs2,12
As he sat upon his throne Herod made this to the people,an oration vs21,12
During what event did Herod take Peter,days of unleavened bread vs3,12
When did Herod intend to bring forth Peter to the people,after Easter vs4,12
Where did Herod put Peter when he apprehended him,in prison vs4,12
who did Herod deliver Peter to,four quaternions of soldiers vs4,12
who did Herod stretch forth his hand to vex,certain of the church vs1,12
How many soldiers did Herod place in charge of Peter,four quaternions vs4,12
Prayer was made without this by the church for Peter,ceasing vs5,12
Between how many soldiers was Peter sleeping,two vs6,12
With how many chains was Peter bound,two vs6,12
And the keepers before the door kept the --,prison vs6,12
Identify the place where the angel of the Lord smote Peter,on the side vs7,12
"when the angel of the Lord came to deliver Peter, what shined in the prison",a light vs7,12
What was Blastus occupation,the king's chaimberlain vs20,12
What did Herod do when he saw his killing James pleased the Jews,he proceeded further to take Peter vs3,12
Who stretched forth his hand to vex certain of the church,Herod the king vs1,12
what did the angel of the Lord say to Peter as he raised him up,arise up quickly vs7,12
"Looking for a body part, the chains fell from off Peter's --",hands vs7,12
Where was Herod sitting when he made an oration unto the people,sitting on his throne vs21,12
The angel told Peter to -- thyself and bind on thy --,"gird, sandals vs8",12
Why did they of Tyre and Sidon desire peace,because their country was nourished by the king's country vs20,12
What did the angel tell Peter to cast about him,his garment vs8,12
After Herod made his oration the people gave a big shout saying,it is the voice of god and not the voice of a man vs22,12
the angel told Peter to cast thy garment about thee and -- me.,follow vs8,12
"Peter followed the angel but did not know if what was happening was true, instead Peter thought this",he thought he saw a vision vs9,12
When the angel and Peter passed the first and second ward they came unto this,the iron gate vs10,12
Who was highly displeased with them of Tyre and Sidon,Herod vs19,12
After Barnabas and Saul fulfilled this they returned from Jerusalem,their ministry vs25,12
to where did the iron gate lead,to the city vs10,12
What did they of Tyre and Sidon desire,peace vs20,12
How did the iron gate open for the angel and Peter,of his own accord vs10,12
How soon did the angel of the Lord smite Herod,immediately vs23,12
How many streets did they pass through before the angel departed from Peter,one vs10,12
Now I know of a -- that the Lord had sent His -- and hath delivered me out of the hand of -- and from all the expectation of the people of the --,"surety, angel, Herod, Jews vs11",12
Who arrayed himself in royal apparel,Herod vs21,12
After the angel freed him from prison to whose house did Peter go be specific,Mary the mother of John Mark vs12,12
Name the damsel that came to the gate when Peter knocked,Rhoda vs 13,12
Who was king Herod's chaimberlain,Blastus vs20,12
Which part of the gate did Peter knock,door vs13,12
Who did Herod kill with the sword,James the brother of John vs2,12
Name the two men that returned from Jerusalem when they had fulfilled their ministry,Barnabas and Saul vs25,12
The damsel knew it was Peter's voice but why did she not open the gate,for gladness vs14,12
when the damsel told them Peter was at the gate they told her she was --,mad vs15,12
How did Herod feel about them of Tyre and Sidon,highly displeased vs19,12
When the damsel constantly affirmed it was Peter at the gate they said it is his --,angel vs15,12
What was the reaction when they opened the door and saw Peter,astonished vs16,12
And he (Peter) said go show these things to -- and to the --,"James, brethren vs17",12
They of Tyre and Sidon came to Herod in this manner,with one accord vs20,12
Where did Peter depart to after he left Mary the mother of John Mark's house,another place vs17,12
"Now as soon as it was day there was no small -- among the soldiers, what was become of Peter",stir vs18,12
Who smote Herod,the angel of the Lord vs23,12
"After Herod examined the keepers, what did he command should happen to them",be put to death vs19,12
Who was Herod highly displeased with,them of Tyre and Sidon vs19,12
Who examined he keepers,Herod vs19,12
Herod went down from Judaea and came and abode in this place,Caesarea vs19,12
What did Herod array himself in,royal apparel vs21,12
why did the angel of the Lord smite Herod,because he gave not God the glory vs23,12
after this happened to Herod he gave up the ghost,he was eaten of worms vs23,12
But the word of God grew and --,multiplied vs24,12
Who did Barnabas and Saul take with them,John Mark vs25,12
Barnabas and Saul returned from this place when they had fulfilled their ministry,Jerusalem vs25,12
What was Simeon also called,Niger 13:1,13
Where was Lucius from,Cyrene 13:1,13
For what purpose did the Holy Ghost say separate me Barnabas and Saul,for the work where unto I have called them 13:2,13
Name the prophets and teachers that were in the church at Antioch,"Barnabas, Simeon, Lucius, Manaen, Saul 13:1",13
Now there was in the church at -- certain prophets and ---,"Antioch, teachers 13:1",13
Who was Manaen brought up with,Herod the Tetrach 13:1,13
"Who said, separate me Barnabas and Saul",the Holy Ghost 13:2,13
Being sent by the Holy Ghost Barnabas and Saul departed into this place,Seleucia 13:4,13
From Seleucia Barnabas and Saul sailed to,Cyprus 13:4,13
When they were at Salamis where did Barnabas and Saul preach the word,in the synagogues of the Jews 13:5,13
Who was brought up with Herod the tetrach,Manaen 13:1,13
He was also a minister with Barnabas and Saul,John 13:5,13
They that dwell at Jerusalem and their rulers knew not Jesus nor the -- which are read every Sabbath day,voices of the prophets 13:27,13
The Holy Ghost asked that these men be separated for the work,Barnabas and Saul 13:2,13
Name the sorcerer/false prophet the apostles encountered when they came to Paphos,Barjesus 13:6,13
What was Barjesus' nationality,a Jew 13:6,13
Where did the apostles meet Barjesus,Paphos 13:6,13
Who was the deputy of Pahpos,Sergius Paulus 13:7,13
Sergius Paulus was described as this kind of man,prudent man 13:7,13
Who was with the deputy of the country,Barjesus 13:7,13
What did Sergius Paulus desire to hear from Barnabas and Saul,the word of God 13:7,13
Who did Sergius Paulus call for,Barnabas and Saul 13:7,13
What is Barjesus' name by interpretation,Elymas 13:8,13
Who was seeking to turn away the deputy from the faith,Elymas/Barjesus 13:8,13
Paul told Elymas he would not see this for a season,the sun 13:11,13
"Give the reference, then Saul who is also called Paul",Acts 13:9,13
O full of all subtilty and all -- thou child of the devil and enemy of all --,"mischief, righteousness 13:10",13
"who to whom ""will thou not cease to pervert the right ways of the Lord""",Paul/Saul to elymas/Barjesus 13:10,13
Paul told Elymas he will not see the sun for this period of time,a season 13:11,13
Paul told Elymas this was upon him,the hand of the Lord 13:11,13
Paul told Elymas he would be -- not seeing the sun for a season,blind 13:11,13
Immediately after Paul spoke what fell upon Elymas,a mist and darkness 13:11,13
Elymas went about seeking someone to do this,lead him by the hand 13:11,13
Where did John depart from Paul and his company,Perga in Pamphylia 13:13,13
What did the deputy do when he saw what was done,he believed 13:12,13
What was the deputy Sergius Paulus astonished at,the doctrine of the Lord 13:12,13
Where is Perga,in Pamphylia 13:13,13
where did Paul and his company go after they left Paphos,Perga in Pamphylia 13:13,13
what kind of baptism did John preach to the people of Israel,baptism of repentance 13:24,13
John departed from Paul and his company and returned to this place,Jerusalem 13:13,13
How did the deputy react to the doctrine of the Lord,astonished 13:12,13
Where did Paul and Barnabas go after they departed from Perga.,Antioch in Pisidia 13:14,13
This place is in Pisidia,Antioch 13:14,13
After the reading of this in Antioch the rulers asked Paul and Barnabas to speak to the people,law & prophets 13:15,13
Ye men and brethren if ye have any word of -- for the people say on,exhortation 13:15,13
The children of Israel had these rulers for about 450 years,judges 13:20,13
Who asked Paul Barnabas to speak to people in the synagogue while in Antioch,the rulers of the synagogue 13:15,13
Paul said God exalted His people Israel when they dwelt as strangers in this land,Egypt 13:17,13
With a high -- God brought Israel out of Egypt,arm 13:17,13
And about the time of -- years suffered he their manners in the wilderness,forty 13:18,13
How many nations did the God destroy in Canaan,seven 13:19,13
Who departed from Paul and his company at Perga,John 13:13,13
God divided the land to the children of Israel by --,lot 13:19,13
For how long did Judges rule over the land of Israel,450 years 13:20,13
Who was the last judge over Israel,Samuel the prophet 13:20,13
"When Israel desired a king, who did the Lord give to them",Saul son of cis 13:21,13
Who was the son of Cis,Saul 13:21,13
David was laid with his fathers and saw --,corruption 13:36,13
What tribe was king Saul from,Benjamin 13:21,13
How long did king Saul rule,space of forty years 13:21,13
When the Lord removed Saul who did He raise up as king,David 13:22,13
Who did John preach the baptism of repentance to,all the people of Israel 13:24,13
Who was David's father,Jesse 13:22,13
what have they that dwell at Jerusalem and their rulers fulfilled by condemning Jesus,the voices of the prophets which are read to them every Sabbath day 13:27,13
Though they found no cause of death in Jesus yet they desired this person to slay Him,Pilate 13:28,13
"And when they had fulfilled all that was -- of Him, they took Him down from the -- and laid Him in a --","written, tree, sepulchre 13:29",13
"In which Psalm can this be found, thou art my son this day have I begotten thee.",second 13:33,13
"And as concerning that He raised Him up form the dead, now no more to return to --",corruption 13:34,13
I will give you the sure mercies of --,David vs34,13
Thou shall not suffer thy Holy One to see --,corruption vs35,13
What happened to David after he served his generation,he fell on asleep vs36,13
God destroyed seven nations in this place,Canaan vs19,13
By Him (Jesus) all that believe are justified from --,all things vs39,13
"By Him (Jesus) all that believe are justified from all things, from which ye could not be justified by the --",law of Moses vs39,13
Behold ye despisers and -- and perish,wonder vs41,13
who in Antioch besought that the words might be preached unto them the next Sabbath day,Gentiles vs42,13
Many of the Jews and religious -- followed Paul and Barnbas,proselytes vs43,13
"Who is the Lord referring to ""a man after mine own heart, which shall fulfill all my will""",David vs22,13
Paul and Barnabas persuaded many of the Jews and religious proselytes to continue in the -- of --,"grace, God vs43",13
"In which city did this occur, ""and the next Sabbath came almost the whole city together to hear the word of God""",Antioch vs44,13
But when the Jews saw the multitude they were filled with -- and spake against those things which were -- by Paul contradicting and --,"envy, spoken, blaspheming vs45",13
What word describes how Paul and Barnabas waxed at Antioch,bold vs46,13
Paul and Barnabas told the Jews at Antioch they have judged themselves unworthy of this,everlasting life vs46,13
After the Jews at Antioch rejected them who did Paul and Barnabas turn to,the Gentiles vs46,13
I have set thee to be a light of the -- that thou should be for salvation unto the ends of the --,"Gentiles, earth vs47",13
After hearing Paul and Barnabas state they will turn to the Gentiles who was glad and glorified the word of the Lord.,Gentiles vs48,13
And many that were ordained to -- life believed,eternal vs48,13
Who stirred up the devout and honorable women and the chief men of the city of Antioch.,the Jews vs50,13
The Jews of Antioch raised -- against Paul and Barnabas and expelled them out of their coasts,persecution vs50,13
Who did the Jews stir up at Antioch,the devout and honorable women and chief men of the city vs50,13
The Jews of Antioch raised persecution against Paul and Barnabas and -- them out of their coasts,expelled vs50,13
After being expelled from Antioch by the Jews what did Paul and Barnabas do against them,shook off the dust off their feet vs51,13
where did Paul and Barnabas go after they were expelled from Antioch,Iconium vs51,13
And the disciples were filled with Joy and with the --,Holy Ghost vs52,13
But He whom God raised up saw no --,corruption vs37,13
And it came to pass in Iconium that a great multitude of what two groups believed?,"Jews, Greeks",14
Where was it that a great multitude of Jews and Greeks believed?,Iconium,14
Who stirred up the Gentiles and made their minds evil affected against the brethren?,Unbelieving Jews,14
Whos minds were made evil affected against the brethren?,Gentiles,14
"How did they speak in the Lord, which gave testimony unto the word of his grace?",Boldly,14
What was granted to be done by their hands?,Signs and wonders,14
The multitude of the city was divided between what two groups?,"Jews, Apostles",14
Why did the Gentiles and Jews flee to Lystra nd Derbe?,They were ware of the assault,14
Lystra and Derbe are cities of where?,Lycaonia,14
"Along with Lystra and Derbe, where else did they flee?",Region that lieth round about,14
From when was the certain man at Lystra a cripple?,Mother's womb,14
The certain man at Lystra was described as what in his feet?,Impotent,14
What did Paul perceive when he beheld the man at Lystra?,That he had faith to be healed,14
How did Paul behold the man at Lystra?,Steadfastly,14
What command did Paul give to the man at Lystra?,Stand upright on thy feet,14
The gods are come down to us in the likeness of men' is said in what speech?,Speech of Lycaonia,14
"When the people saw what Paul had done, what did they say in the speech of Lycaonia?",The gods are come down to us in the likeness of men,14
Jupiter was the name given to who?,Barnabas,14
Mercurius was the name given to who?,Paul,14
Why was Paul given the name Mercurius?,Because he was the chief speaker,14
Who brought oxen and garlands unto the gates?,Priest of Jupiter,14
What did the priest of Jupiter bring unto the gates?,Oxen and garlands,14
"According to Paul, who made heaven, and earth, and the sea and all things that are therein?",Living God,14
"According to Paul, what four things did the living God make?","Heaven, and earth, and the sea and all things that are therein",14
"We also are men of like _________ with you, and preach unto you that ye should turn from these ___________","Passions, Vanities",14
"Who said this: Sirs, why do ye these things?",Paul,14
Who in times past suffered all _______ to walk in their own ways,Nations,14
"According to Paul, what did the living God fill with food and gladness?",Their hearts,14
The certain Jews that persuaded the people came from where?,Antioch and Iconium,14
What did the people do to Paul before they dragged him out of the city?,Stoned him,14
Why did the people drag Paul out of the city after stoning him?,They supposed he had been dead,14
When did Paul depart to Derbe?,The next day,14
What did Paul do as the disciples stood around him?,"He rose up, and came into the city",14
Who did Paul depart to Derbe with?,Barnabas,14
When did Paul and Barnabas return again to Lystra?,When they had preached the gospel to that city (Derbe) and taught many,14
"From Derbe, where did Paul and Barnabas return again to?","Lystra, Iconium, Antioch",14
"Confirming the souls of the _____________, and exhorting them to continue in the _____________, and that we must through much _____________ enter into the kingdom of God","Disciples, faith, tribulation",14
In how many churches were they ordained elders?,Every,14
Where did they pass throughout before coming to Pamphylia?,Pisidia,14
"After preaching the word in Perga, where did they go down into?",Attalia,14
What were they doing in Perga before going to Attalia?,Preaching the word,14
How did they get to Antioch from Attalia?,Sailed,14
What did God open unto the Gentiles?,Door of faith,14
How long did Paul and Barnabas abide in Antioch with the disciples?,Long time,14
Who did Paul and Barnabas abide with for a long time in Antioch?,The disciples,14
"Who taught ""except he be circumcised after the manner of moses, ye cannot be saved""?",Certain men which came down from Judea 15:1,15
Where did certain men came down from and taught the brethrens,Judaea 15:1,15
Who came down from Judaea and taught the brethren?,Certain Men 15:1,15
After who's manner must you be circumcised to be saved?,After the manner of Moses 15:1,15
Paul and Barnabas had no small ____ and ____ with them (certain men from Judaea),dissension and disputation 15:2,15
Who had no small dissension and disputation with certain men from Judaea?,Paul and Barnabas 15:2,15
Who went up to the apostles and elders about this question of circumcision and being saved?,"Paul, Barnabas and certain other of them 15:2",15
"Paul, Barnabas and certain other of them went up to this place unto the elders about this question of circumcision and being saved...Which place was this?",Jerusalem 15:2,15
"Who was in Jerusalem that Paul, Barnabas and certain other of them came unto about this question of circumcision and being saved?",The apostles and the elders 15:2,15
"Who was Paul, Barnabas and certain other of them brought by to the apostles and elders in Jerusalem?",By the church 15:3,15
"being brought by the church to the apostles and the elders in Jerusalem - Where did Paul, Barnabas and certain other of them pass through?",Phenice and Samaria 15:3,15
"When Paul, Barnabas and certain other of them was passing through Phenice and Samaria, what were they declaring?",The conversion of the gentiles 15:3,15
"As a result of Paul, Barnabas and certain other of them declaration, what did they cause unto all the brethren?",Great joy 15:3,15
"When Paul, Barnabas and certain other of them came to this place, they were received of the church, and of the apostles and elders...which place is this?",Jerusalem 15:4,15
"Who were Paul, Barnabas and certain other of them received of when they came to Jerusalem?","of the Church, the apostles and the elders 15:4",15
...They declared ___ _____ that God had done with them.,All things 15:4,15
"Who said these words: ""it is needful to circumcise them, and to command them to keep the law of Moses.""?",Certain of the sect of the Pharisees 15:5,15
"True or false: But there rose up certain of the sect of the Pharisees which did not believe, saying, That it was needful to circumcise them, and to command them to keep the law of Moses","False, they believed 15:5",15
Why did the apostles and the elders came together?,For to consider of this matter 15:6,15
"Peter rose up, and said unto them, men and brethren...but at what point did Peter rise up?",when there had been much disputing 15:7,15
Who did Peter address when he rose up?,Men and brethren 15:7,15
"How long ago did Peter say God made choice among us, that the Gentiles by my mouth should hear the word of the gospel, and believe.",Good while ago 15:7,15
Peter said that by his mouth these people would hear the word of the gospel and believe. who was he speaking of?,The gentiles 15:7,15
"And God, which knoweth the _____, bare them _____, giving them the ____ ______, even as he did unto us;","Hearts, Witness, Holy Ghost 15:8",15
What did Peter say God did not put between us and the Gentiles?,No difference 15:9,15
"According to Peter, God put no difference between them and the Gentiles and purified their hearts with what?",Faith 15:9,15
"Now Therefore why ____ ye God, to put a ____ upon the ____ of the disciples, which neither of our fathers nor we were able to _____.","Tempt, yoke, neck and bear 15:10",15
"Identify the speaker: But we believe that through the grace of our Lord Jesus Christ we shall be saved, even as they.",Peter 15:11,15
Who kept silent after Peter had finished speaking?,The Multitude 15:12,15
Who gave audience to Barnabas and Paul after peter finished speaking?,The Multitude 15:12,15
Why did the multitude gave audience to Barnabas and Paul?,they were declaring what miracles and wonders God had wrought among the Gentiles by them. 15:12,15
"Who is speaking? ""Men and brethren, hearken unto me:",James 15:13,15
"At what point did James utter the words: men and brethren, hearken unto me?",After they had held their Peace 15:13,15
